Unnamed: 0,sentence,news_link,outlet,topic,type,group_id,num_sent,Label_bias,Label_opinion,article,biased_words4
937,"A former North Korean diplomat who staged a high-profile defection to the South on Saturday urged an old colleague who has gone missing in Italy to defect to Seoul, following a report that he was seeking asylum in the United States.",http://feeds.reuters.com/~r/Reuters/worldNews/~3/W6R1JElryi4/former-north-korean-diplomat-urges-missing-colleague-in-italy-to-go-to-south-korea-not-u-s-idUSKCN1OZ05R,reuters,international-politics-and-world-news,center,47,1,Non-biased,Entirely factual,,[]
958,"There is a growing push within the Trump administration to craft a list of retaliatory measures against China over its role in the coronavirus outbreak, three sources, including a U.S. official, familiar with the matter said, but cautioned the efforts were in early stages.",https://www.reuters.com/article/health-coronavirus-usa-china-idUSL1N2CI20B,reuters,coronavirus,center,48,1,Non-biased,Entirely factual,"(Updates with U.S. official confirming the discussions)
By Matt Spetalnick and Humeyra Pamuk
WASHINGTON, April 30 (Reuters) - There is a growing push within the Trump administration to craft a list of retaliatory measures against China over its role in the coronavirus outbreak, three sources, including a U.S. official, familiar with the matter said, but cautioned the efforts were in early stages.
President Donald Trump has shown increasing frustration with China in recent weeks over the pandemic, which has cost tens of thousands of lives in the United States alone, sparked an economic contraction and threatened Trump’s chances of re-election in November.
A U.S. official, speaking on condition of anonymity, confirmed that a range of options were under discussion but that it had not yet reached the level of Trump’s top national security team or been taken to the president.
A range of options are being discussed, informally for now by officials across an array of government agencies, including the State Department, White House National Security Council, Treasury Department and Pentagon, two of the sources said.
“There is a discussion as to how hard to hit China and how to calibrate it properly,” one of the sources said as Washington walks a tight rope in its ties with Beijing while it imports personal protection equipment (PPE) from there and is also wary of hurting a sensitive trade deal.
The Washington Post, citing two people with knowledge of internal discussions, reported on Thursday that some administration officials had discussed the idea of canceling some debt held by China as a way to strike at Beijing for perceived shortfalls in its candidness on the COVID-19 pandemic.
Trump’s top economic adviser denied the report. “The full faith and credit of U.S. debt obligations is sacrosanct. Period. Full stop,” White House economic adviser Larry Kudlow told Reuters. “Similarly is the reserve currency status of the U.S. dollar,” Kudlow said. “The story’s completely wrong.”
Trump told Reuters in an interview on Wednesday that he was looking at different options in terms of consequences for Beijing over the virus. “I can do a lot,” he said.
Among the ideas under consideration are sanctions, a new round of tariffs or other trade restrictions, and a possible effort to lift China’s sovereign immunity, two sources said.
The strongest pressure for action is coming from the National Security Council, including deputy national security adviser Matthew Pottinger, while Treasury officials are advising caution, the sources said.
Conversations are at a very preliminary stage and significant action is not considered imminent, the sources said. When asked, U.S. Secretary of State Mike Pompeo has repeatedly said Washington’s priority at the moment was to fight the virus but warned the time to hold Chinese accountable would come.
“Timing matters,” one of the sources said, and added that there was still much debate to be had on any tangible measures. (Reporting by Humeyra Pamuk, Matt Spetalnick, Jeff Mason and Tim Ahmann Editing by Chizu Nomiyama and Jonathan Oatis)",[]
977,"Gun control advocates said gun rights groups are sowing fear during the pandemic in order to boost firearms sales, adding that increased gun ownership during the crisis could lead to more domestic violence.",https://www.reuters.com/article/us-health-coronavirus-usa-guns/trump-coronavirus-guidance-on-keeping-gun-stores-open-draws-criticism-idUSKBN21H37L?feedType=RSS&feedName=topNews,reuters,gun-control,center,49,1,Biased,Expresses writer’s opinion,"WASHINGTON (Reuters) - Gun control activists on Monday criticized guidance issued by President Donald Trump’s administration recommending that states find that gun stores are critical businesses that can stay open during the coronavirus crisis.
FILE PHOTO: A pedestrian pushes a stroller as people wait in line outside to buy supplies at the Martin B. Retting, Inc. gun store amid fears of the global growth of coronavirus cases, in Culver City, California, U.S. March 15, 2020. REUTERS/Patrick T. Fallon/File Photo
The new guidance, issued on Saturday by the Cybersecurity and Infrastructure Security Agency, offers the administration’s views on which workers are essential during the pandemic at a time when state governors have ordered numerous “non-essential” businesses to close to try to limit the spread of the virus. The agency is part of the U.S. Department of Homeland Security.
Gun control advocates said gun rights groups are sowing fear during the pandemic in order to boost firearms sales, adding that increased gun ownership during the crisis could lead to more domestic violence.
“Adding more guns to more homes during a time of more anxiety could lead to more deaths. And that’s the last thing we need when our hospitals are already bursting at the seams,” said John Feinblatt, president of Everytown for Gun Safety, a leading gun control group.
Kris Brown, president of the Brady Campaign to Prevent Gun Violence, said gun industry groups have “exploited the current crisis to further the interests of gun manufacturers.”
The agency’s guidance stated that “workers supporting the operation of firearm or ammunition product manufacturers, retailers, importers, distributors and shooting ranges” are among those the administration considers vital during the crisis. Other essential businesses listed included healthcare facilities, grocery stores, transportation companies and the energy sector.
The guidance carries no formal legal weight. Governors, who decide the content of emergency orders like those already in place in numerous states, do not have to follow it though they could cite it as justification for their decisions.
The list is intended to help states “protect their communities, while ensuring continuity of functions critical to public health and safety,” Christopher Krebs, the agency’s director, wrote in a memorandum issued with the new guidance.
The administration’s intervention has been welcomed by gun rights groups, which have been lobbying to keep gun stores open and in some case filing lawsuits in several states including California and New Jersey.
“In these uncertain times, the ability to protect yourself - and to acquire firearms, magazines and ammunition - should not be ignored,” said Erich Pratt, senior vice president of Gun Owners of America.
The most influential U.S. gun rights group, the National Rifle Association, also backed the administration’s move. Trump, seeking re-election on Nov. 3, and other Republicans are closely aligned with the NRA.
The dispute over guns is one of several new fronts in the U.S. culture wars on issues including abortion and voting rights that have emerged as the pandemic causes widespread disruption of daily life.","['sowing', 'fear']"
984,"That has led to fears that gangs could exploit undocumented migrants already in the country for cheap labor, an established but illegal practice known as “caporalato” that one United Nations expert has called a form of modern slavery.",https://www.reuters.com/article/us-health-coronavirus-italy-slavery-trfn/italys-lockdown-labor-crunch-sparks-fears-of-mafia-exploitation-idUSKBN2222MO,reuters,coronavirus,center,50,1,Biased,Somewhat factual but also opinionated,"ROME (Thomson Reuters Foundation) - Mafia exploitation of immigrants on farms in Italy is likely to rise as the coronavirus lockdown brings chronic labor shortages, the government and labor rights groups have warned.
Italy normally depends on 370,000 foreign workers to bring in its harvest, but travel restrictions to stop the spread of the virus have made that impossible, jeopardizing a quarter of its produce, according to farmers’ association Coldiretti.
That has led to fears that gangs could exploit undocumented migrants already in the country for cheap labor, an established but illegal practice known as “caporalato” that one United Nations expert has called a form of modern slavery.
“In this moment ... it can be easy for the mafia to use some people in Italy, like migrants without documents, to make them work (in farms),” said Carmelo Troccoli, a director at Coldiretti, Italy’s largest farming association.
“We are strongly fighting against this type of crime in Italy because it touches all farmers - in the south, in the center and in the north,” he told the Thomson Reuters Foundation.
Troccoli was referring to Italy’s agricultural mafia, organized crime groups that Coldiretti has said set crop prices, manage transport, control entire supermarket chains and have an annual turnover of 24.5 billion euros ($26.65 billion).
Italy is home to more than 600,000 undocumented, mostly African migrants, who are vulnerable to such exploitation, according to agriculture minister Teresa Bellanova, who has proposed regularizing some to allow them to work legally.
Because they do not have the legal right to live and work in Italy, many are reluctant to turn to authorities for help.
If the state failed to take responsibility for these people, organized crime would step in, Bellanova told Italy’s Senate last week.
Earlier this month, more than a dozen non-governmental and religious organizations including Action Aid and Caritas Italiana made a similar call.
Under the caporalato system, which has been going for decades in Italy, migrants work long hours for wages below the national minimum and are subjected to violence, said Italy’s farmers’ union in 2018.
Such conditions are akin “to those of modern slavery”, said Hilal Elver, the United Nations Special Rapporteur on the right to food, after her visit to Italy in January 2020.
Roberto Caponi, director of labor and welfare policies in Italian agricultural association Confagricoltura said the shortage of labor should be filled through unemployed Italians and opening corridors with Eastern Europe.
Both Coldiretti and Confagricoltura have set up online platforms to match job-seekers to local farms.","['exploit', 'slavery', 'modern', 'fears']"
1017,In the past Putin has warmly welcomed home Russian agents arrested abroad.,http://feeds.reuters.com/~r/Reuters/worldNews/~3/_DFT_KTkHxU/russian-woman-convicted-by-u-s-of-being-agent-returns-home-idUSKBN1X504A,reuters,international-politics-and-world-news,center,51,1,Biased,No agreement,,['warmly']
1033,"And yes, there’s something in the Fox News DNA over the years that has meant that women political opponents spark a deeper sense of outrage and hate.",https://www.deepl.com/translator#en/ru/And%20yes%2C%20there’s%20something%20in%20the%20Fox%20News%20DNA%20over%20the%20years%20that%20has%20meant%20that%20women%20political%20opponents%20spark%20a%20deeper%20sense%20of%20outrage%20and%20hate.,alternet,gender,left,52,1,Biased,Expresses writer’s opinion,"Access temporarily suspended
It appears that your network is sending too many requests to our servers. Please try again later, or sign up for DeepL Pro, which allows you to translate a much higher volume of text.","['outrage', 'and', 'hate']"
1043,The Trump administration is working on a plan to let the Social Security Administration (SSA) check up on claimants on Facebook and Twitter in order to root out fraud and abuse in the disability program.,https://www.reuters.com/article/us-column-miller-socialmedia/u-s-government-weighs-social-media-snooping-to-detect-social-security-fraud-idUSKCN1RA12R,reuters,middle-class,center,53,1,Non-biased,Entirely factual,"CHICAGO (Reuters) - Getting followed on social media could soon gain a new meaning for workers applying for Social Security disability benefits. The Trump administration is working on a plan to let the Social Security Administration (SSA) check up on claimants on Facebook and Twitter in order to root out fraud and abuse in the disability program.
FILE PHOTO: A sign is seen on the entrance to a Social Security office in New York City, U.S., July 16, 2018. REUTERS/Brendan McDermid/File Photo
It is the latest move in a push by critics of Social Security Disability Insurance (SSDI) to crack down on alleged fraud and abuse. Conservatives have long argued that cheating is rampant in the program, and in recent years convinced Congress to fund expanded efforts by the SSA on anti-fraud efforts.
The idea of social media surveillance is getting a push from the conservative Heritage Foundation. Such monitoring already is done in some fraud and abuse investigations. For example, in 2014, the SSA’s Office of the Inspector General (OIG) utilized social media reviews to help arrest more than 100 people who defrauded SSDI out of millions of dollars. Investigators found photos on the personal accounts of disability claimants riding on jet skis, performing physical stunts in karate studios and driving motorcycles.
The SSA now is looking at expanding social media monitoring capability to front-line agency staff who work with claimants in the initial stages, before any investigations have been initiated.
The idea already is drawing fire from disability advocates. They argue that social media profiles can offer misleading evidence, since dates when photos were shot are not always clear and because not all legitimate disabilities prevent participation in activities that might seem suspicious.
“The proposal to allow disability adjudicators to monitor or review social media of disability claimants is an unjustified invasion of privacy unlikely to uncover fraud,” said Lisa Ekman, director of government affairs at the National Organization of Social Security Claimants’ Representatives.
The prospect of such governmental surveillance is as disturbing as it is eyebrow-raising. Consider that workers and employers split a 1.8 percent payroll tax to fund SSDI. Now, in return, the SSA may be empowered to snoop around their Facebook profiles. And it is premised on a questionable assertion - namely, that SSDI really is plagued by rampant fraud and abuse.
For starters, let me stipulate that SSDI is not a perfect program. One of the biggest problems is the staggering backlog in appeals cases, with applicants often waiting more than 600 days for decisions on claims. That problem stems from a history of unwise slashing of the SSA budget by Congress in recent years that has left the program dramatically short-staffed.
Fraud and abuse do exist in the program, and it should be weeded out to protect taxpayers and legitimate claimants. But any program this large - public or private-sector - is sure to be a target for people bent on taking advantage, and critics often argue by highlighting sensational cases.
Mark Hinkle, acting press officer for the SSA, notes that the agency uses data analytics and predictive modeling to detect fraud, and has created new groups dedicated to detection and prevention. Asked to comment on plans for expanded use of social media to detect fraud, he confirmed that SSA investigative units already use social media, and that the agency has “studied strategies of other agencies and private entities to determine how social media might be used to evaluate disability applications.”
He added, “Social Security does not currently pursue social media in disability determinations, and we don’t have other information to provide at this time.”
DISABILITY FRAUD IS RARE
Program statistics do not support the allegation that SSDI is riddled with fraud and abuse.
In the government’s fiscal-year 2018, the SSA’s Office of the Inspector General (OIG) reported about $98 million in recoveries, fines, settlements/judgments, and restitution as a result of Social Security fraud investigations. The OIG states that most the recovered funds were from recipients of SSDI and Supplemental Security Income (SSI), a means-tested welfare program for low-income seniors, blind and disabled people.
That sounds like big money. But in fiscal 2018, the SSA paid out $197 billion to beneficiaries of SSDI and SSI. And keep in mind that the recovered $98 million was for benefits paid out over several years, not just in 2018.
SSA data shows that the rate of overpayments for all its programs was well under 1 percent of benefit payouts in each of the last three fiscal years - and not all improper payments are fraud. More often, overpayments occur due to administrative delays at the SSA in making adjustments to benefit amounts due to errors and paperwork snafus.
A federal government list of programs at highest risk for making improper payments compiled by the Office of Management and Budget does not even mention Social Security.
Considering all that, I asked Rachel Greszler, a research fellow at the Heritage Foundation who studies Social Security, to justify the foundation’s steady drumbeat of accusations that SSDI is plagued by fraud and abuse.
She readily acknowledged that fraud rates are low. “Outright fraud is actually a pretty small component of the program’s problems,” she said. “Most people perceive fraud as a big issue but what they might consider fraud - people receiving benefits when they have the ability to work - is often just abuse of the system by taking advantage of certain rules and structures that allow people who can perform some work to nevertheless receive benefits.”
What constitutes abuse of the rules? An example, she said, would be claiming SSDI and receiving unemployment benefits at the same time, or claiming based on the argument that a disability prevents a worker from performing certain types of jobs.
Greszler and other SSDI critics often point to the rise of SSDI applications and award grants coincident with the rise of unemployment during the Great Recession as evidence of abuse. Some academic research has been done suggesting a cause-and-effect related to the unemployment rates, but this is hardly a settled matter among experts on SSDI.
Heritage has a broader agenda for SSDI reform. This week, it released a paper outlining 16 reforms aimed at improving the program’s solvency and integrity. (herit.ag/2FEBLDF) It includes the plan to use social media surveillance in eligibility determinations, tighter eligibility definitions and replacement of SSDI's progressive benefit formula with a ""flat anti-poverty benefit."" It also urges greater use of private disability insurance, especially among higher-income workers.
This agenda draws its fuel from the fraud and abuse arguments. So any debate about reforms should also include rebalancing our perspective on where the problems are in SSDI - and where they are not.",[]
1044,"Elizabeth Warren and Bernie Sanders disagreed in a Democratic presidential debate on Tuesday over whether he once told her a woman could not win the White House in 2020, underlining an emerging rift between the progressive contenders as the first voting nears.",https://www.reuters.com/article/us-usa-election-debate/sanders-warren-spar-over-disputed-remark-about-chances-of-a-woman-defeating-trump-idUSKBN1ZD19Y?feedType=RSS&feedName=topNews,reuters,gender,center,53,1,Non-biased,Entirely factual,"DES MOINES, Iowa (Reuters) - Elizabeth Warren and Bernie Sanders disagreed in a Democratic presidential debate on Tuesday over whether he once told her a woman could not win the White House in 2020, underlining an emerging rift between the progressive contenders as the first voting nears.
After days of tensions between the two U.S. senators, friends and liberal standard-bearers, who agreed early in the campaign not to attack each other, Sanders emphatically denied he ever made the remark, saying it was “incomprehensible” he could have said such a thing in a private 2018 meeting with her.
Warren confirmed the comment and said she disagreed with Sanders, but quickly pivoted to the broader question of whether a woman could be elected president.
“Bernie is my friend and I am not here to try to fight with Bernie. But look, this question about whether or not a woman can be president has been raised and it’s time for us to attack it head-on,” Warren said.
The dispute brought questions about gender, sexism and electability back into the spotlight in the campaign, almost four years after Democrat Hillary Clinton failed in her bid to become the first woman president, in an upset loss to Republican Donald Trump.
With only three weeks until the crucial, first-in-the-nation Feb. 3 nominating contest in Iowa, the sprawling field of 12 Democratic candidates is still struggling to convince voters desperate to oust Trump in November’s election which one of them is best positioned to do so.
The race remains fluid, with opinion polls showing the top four contenders – former Vice President Joe Biden, Sanders, Warren, and former South Bend, Indiana, Mayor Pete Buttigieg in an extremely tight race.
Warren pointed out the men on the stage had collectively lost 10 elections, while the two women on the stage – she and U.S. Senator Amy Klobuchar – had won each election they had contested.
“I have won every race, every place, every time, I have won in the reddest of districts, I have won in the suburban areas, in the rural areas,” Klobuchar said, pointing to the 2018 election of women governors in conservative states as further evidence a woman can win the White House this year.
After the debate, Warren appeared to refuse to shake hands with Sanders when he extended his hand as the candidates mingled on the stage. The two had a brief discussion that appeared tense until it was interrupted by candidate Tom Steyer.
Asked on CNN about the moment, Steyer said: “I felt like, OK, there’s something going on here. Good night, I’m out of here. It was one of those awkward moments where I felt like, OK, I need to move on as fast as possible.”
The flap between the two progressives allowed the front-running Biden, who has shown new signs of competitiveness in the two early nominating states of Iowa and New Hampshire, to stay largely above the fray.
SANDERS IN SPOTLIGHT
Sanders came under the most fire during the party’s seventh debate after rising to the top of some polls in Iowa and New Hampshire.
Democratic 2020 U.S. presidential candidates (L-R) Senator Elizabeth Warren (D-MA) speaks with Senator Bernie Sanders (I-VT) as billionaire activist Tom Steyer listens after the seventh Democratic 2020 presidential debate at Drake University in Des Moines, Iowa, U.S., January 14, 2020.
In addition to his exchange with Warren, he was peppered with criticism for his opposition to free-trade pacts and on how he would pay for his costly Medicare for All plan, which would all but eliminate private health insurance in exchange for a single-payer government program.
“I don’t know that there’s any trade agreement that the senator would ever think made any sense.” Biden said.
In the discussion on healthcare, U.S. Senator Amy Klobuchar noted that over two-thirds of Senate Democrats had not signed on to Sanders’ Medicare for All legislation.
“The debate isn’t real,” she said.
In the first debate since a U.S. air strike killed an Iranian military commander, elevating foreign policy concerns, Sanders also sparred with Biden over U.S. military interventions in the Middle East.
Sanders, a longtime antiwar advocate who voted against the 2002 authorization of war in Iraq, criticized Biden for supporting that conflict and said they both heard the same arguments from officials in former President George W. Bush’s administration before coming to different conclusions.
“I thought they were lying, I did not believe them for a moment,” Sanders said. “I did everything I could to prevent that war. Joe saw things differently.”
Biden, a former chairman of the Senate Foreign Relations Committee who touts his security credentials, acknowledged the vote “was a big, big mistake” and said that as President Barack Obama’s vice president, he worked to bring the troops home.
Slideshow (14 Images)
“It was a mistake to trust that they weren’t going to go to war,” Biden said of the Bush administration. “It was a mistaken vote, but I think my record overall on everything we have done, I’m prepared to compare it to anybody’s on this stage.”
The Iowa debate came just days before the expected start of a U.S. Senate trial to determine if Trump should be removed from office on charges of abuse of power and obstruction of Congress stemming from his request that Ukraine investigate Biden.
Three of the Democrats in the debate who serve in the Senate - Sanders, Warren and Klobuchar - will sit as jurors in the impeachment trial, taking them off the campaign trail at a critical time. They said they did not mind.
“Some things are more important than politics,” Warren said, adding the trial would show the “corruption of this administration.”",[]
1052,Gun-control activists have reported a growing number of online death threats as lawmakers have passed gun control legislation ahead of the rally.,https://www.reuters.com/article/us-usa-guns-rally/ahead-of-tinder-box-virginia-gun-rally-trump-says-constitution-under-attack-idUSKBN1ZH09W?feedType=RSS&feedName=topNews,reuters,gun-control,center,53,1,Non-biased,Entirely factual,"(Reuters) - Virginia’s House Republican leader said on Saturday that white supremacists and any other groups trying to spread “hate, violence, or civil unrest” were not welcome at a pro-gun rally in the state’s capital on Monday, which is expected to draw thousands.
The House Republican leader’s statement came a day after the state’s top court upheld a ban by the governor on weapons in the area around the Capitol in Richmond where the rally is set to take place by demonstrators protesting against Democrats’ push to stiffen the state’s gun laws.
“Any group that comes to Richmond to spread white supremacist garbage, or any other form of hate, violence, or civil unrest isn’t welcome here,” House Republican leader Todd Gilbert said in a statement. “While we and our Democratic colleagues may have differences, we are all Virginians and we will stand united in opposition to any threats of violence or civil unrest from any quarter.”
Militias, neo-Nazis and other groups have vowed to attend the rally. Authorities say they are expecting several thousand people and are trying to keep the event from becoming violent.
Virginia Governor Ralph Northam on Wednesday temporarily banned all weapons from the area around the Capitol ahead of the demonstration to avoid a repeat of violence that erupted at a 2017 white supremacist rally in Charlottesville, when a march by white nationalists led to the death of a counter-protester.
In a statement late Friday, the Virginia Citizens Defense League, a pro-gun rights group organizing the rally, urged 10,000 people to go to the Capitol grounds unarmed on Monday in accordance with the governor’s ban.
The emailed statement also called on tens of thousands more to stand with their weapons immediately outside the designated rally grounds to show support for Americans’ right to bear arms under the U.S. Constitution.
“For every one gun owner on the Capitol grounds, we need another two to five people outside,” the organizers wrote. “Those doing so can be legally armed.”
President Donald Trump backed the rally organizers in a Twitter post on Friday in which he said the U.S. Constitution was under attack by recent gun control measures in Virginia, a state that Hilary Clinton won in 2016 and where Democrats took full control of the state legislature for the first time in a generation in November.
“Your 2nd Amendment is under very serious attack in the Great Commonwealth of Virginia,” Trump wrote in the post, referring to the amendment in the Bill of Rights that gives Americans the right to keep and bear firearms. “That’s what happens when you vote for Democrats, they will take your guns away.”
The Virginia Senate late on Thursday passed bills to require background checks on all firearms sales, limit handgun purchases to one a month, and restore local governments’ right to ban weapons from public buildings and other venues.
Both Virginia legislative houses are also expected to pass “red flag” laws that would allow courts and local law enforcement to remove guns from people deemed a risk to communities, among other measures.
Gun-control activists have reported a growing number of online death threats as lawmakers have passed gun control legislation ahead of the rally.
Slideshow (4 Images)
Supporters of more restrictive gun laws say they would help decrease the number of people killed by firearms in the United States each year. Gun-rights activists assert that the constitution guarantees their right to possess any firearm.
On Thursday, the FBI arrested three members of a small neo-Nazi group who authorities said hoped to ignite a race war through violence at the Richmond rally, reminiscent of a 2017 white supremacist rally in nearby Charlottesville.
That rally proved a critical moment in the rise of the “alt-right,” a loose alignment of fringe groups centered on white nationalism and emboldened by Trump’s 2016 election. Trump was criticized from the left and right for initially saying there were “fine people on both sides” of the dispute between neo-Nazis and their opponents at the rally.",[]
1055,"As more and more South Koreans were released from treatment for COVID-19, authorities discovered a disturbing trend. Some ostensibly cured patients were later testing positive again.",https://www.reuters.com/article/us-health-coronavirus-southkorea-explain/explainer-south-korean-findings-suggest-reinfected-coronavirus-cases-are-false-positives-idUSKBN22J0HR?feedType=RSS&feedName=topNews,reuters,coronavirus,center,53,1,Non-biased,Entirely factual,"SEOUL (Reuters) - South Korean health authorities raised new concerns about the novel coronavirus after reporting last month that dozens of patients who had recovered from the illness later tested positive again.
The findings suggested that some people who survived COVID-19 could become reinfected with the virus that causes it, potentially complicating efforts to lift quarantine restrictions and to produce a vaccine.
But after weeks of research, they now say that such test results appear to be “false positives” caused by lingering - but likely not infectious - bits of the virus.
South Korea had reported more than 350 such cases as of Wednesday, according to the Korea Centers for Disease Control and Prevention (KCDC).
WHAT IS HAPPENING?
As more and more South Koreans were released from treatment for COVID-19, authorities discovered a disturbing trend. Some ostensibly cured patients were later testing positive again.
While officials examined several possible explanations, including reinfection of patients, or reactivation of the virus, an expert panel convened by the government concluded last week that the most likely explanation was that the tests are returning “false positives”.
South Korea uses reverse transcription polymerase chain reaction (RT-PCR) tests, which detect the coronavirus’s genetic material.
The RT-PCR process can quickly return results and is considered the most accurate way to find out if a patient is infected with the coronavirus.
But in some cases, the tests may detect old particles of the virus, which may no longer pose a significant threat to the patient or others, said Seol Dai-wu, an expert in vaccine development at Seoul’s Chung-Ang University.
“The RT-PCR machine itself cannot distinguish an infectious viral particle versus a non-infectious virus particle, as the test simply detects any viral component,” Seol said.
This so-called false positive result is likely behind the cases of recovered patients testing positive again, the KCDC says.
Authorities are still gathering evidence to support their theory that the particles are from “dead” virus cells, KCDC director Jeong Eun-kyeong said on Wednesday.
The patients were retested after they either exhibited new respiratory symptoms, or were selected for retesting by authorities.
Less than half of those retested by mid-April were showing symptoms, according to the KCDC, but authorities now say it is unlikely that those symptoms were being caused by the virus.
ARE THE PATIENTS STILL INFECTIOUS?
Patients who tested positive for the new coronavirus after recovering from COVID-19 do not appear to be infectious.
The KCDC has not found a single case where such patients had passed the coronavirus to another person, Jeong said.
When investigating people who appear to suffer a relapse of symptoms after recovering from COVID-19, the KCDC takes cultures of the virus, a process that takes more than two weeks before reliable results become evident.
All 29 completed culture tests as of Wednesday had come back negative. At least 79 are being processed.
“The virus in the relapse cases have little to no infectiousness,” Jeong said.
People wearing masks to avoid the spread of the coronavirus disease (COVID-19) arrive at Gimpo international airport in Seoul, South Korea, May 1, 2020. REUTERS/Kim Hong-Ji
Oh Myoung-don, a doctor at Seoul National University Hospital who is leading the panel of experts investigating the cases, said unlike hepatitis B or human immunodeficiency viruses (HIV), coronavirus does not infiltrate into the host cell’s nucleus.
That means it does not cause chronic infection and chances of it reactivating are very low, he said at a briefing last week.
Authorities are also conducting tests to detect the presence of any antibodies that may have developed to fight the virus, and are testing and monitoring people who came into contact with the patients.",[]
1057,"Northam, who is leading the push for stronger gun laws in his state, said he wants to avoid a repeat of violence that erupted at a 2017 white supremacist rally in Charlottesville, when a march by white nationalists erupted and led to the death of a counterprotester.",https://www.reuters.com/article/us-usa-guns-rally/warning-of-serious-threats-virginia-governor-bans-weapons-at-gun-rights-rally-idUSKBN1ZE1RM?feedType=RSS&feedName=topNews,reuters,gun-control,center,53,1,Non-biased,Entirely factual,"(Reuters) - Virginia Governor Ralph Northam on Wednesday said he would ban all firearms and other weapons around the state capitol building this weekend, ahead of a major gun-rights demonstration expected to draw thousands of people.
Northam, who is leading the push for stronger gun laws in his state, said he wants to avoid a repeat of violence that erupted at a 2017 white supremacist rally in Charlottesville, when a march by white nationalists erupted and led to the death of a counterprotester.
Gun-rights advocates, including militia groups and ultraconservative activists, are planning a “Lobby Day” rally on Monday, seeking to block gun control legislation backed by Northam, a Democrat, whose party recently won majorities in both chambers of the state legislature.
“We’re seeing threats of violence. We’re seeing threats of armed confrontation and assault on our capitol,” Northam said. “These are considered credible, serious threats from our law enforcement agencies.”
Several measures - including universal background checks and “red flag” laws - that would toughen gun laws in the state are quickly making their way through the Senate and House, and could be passed before the end of the month.
The Virginia Citizens Defense League, which is organizing the rally, hopes that a large turnout by gun-rights proponents, most of whom will be openly carrying weapons as allowed by state law, will persuade lawmakers not to back the measures, according to materials posted online by the group.
“A substantial crowd will be here in Richmond,” State Police Superintendent Colonel Gary Settle told reporters on Wednesday. “We’re talking several thousands of people.”
Everyone attending Monday’s rally will be required to enter through a security checkpoint, authorities said.
Last week, Virginia lawmakers approved a new gun policy prohibiting firearms inside the Capitol and a nearby office building. But they did not extend the ban to Capitol Square, the public space outside that includes monuments to prominent Virginians and the Virginia Civil Rights Memorial.",[]
1059,"New York City’s death toll was revised to over 10,000 on Tuesday to include 3,700 deaths that are presumed to be due to the novel coronavirus but never tested, the city health department said.",https://www.reuters.com/article/us-health-coronavirus-usa-nyc/nyc-death-toll-rises-to-10000-as-city-includes-untested-coronavirus-fatalities-idUSKCN21W330,reuters,coronavirus,center,53,1,Non-biased,Entirely factual,"(Reuters) - New York City’s death toll was revised to over 10,000 on Tuesday to include 3,700 deaths that are presumed to be due to the novel coronavirus but never tested, the city health department said.
“Behind every death is a friend, a family member, a loved one. We are focused on ensuring that every New Yorker who died because of COVID-19 gets counted,” said Health Commissioner Dr. Oxiris Barbot.
The 10,000 figure includes all coronavirus deaths since March 11.",[]
